Complex number, complex name, wind turbine number (temporary), completion date, classification, address, X-coordinate (GRS80_C_x), Y-coordinate (GRS80_C_y), latitude (lat), longitude (lon), capacity (kW), manufacturer
61,Gunsan industrial complex,3,15-9,Onshore,"1372, Oehang-ro, Bieungdo-dong, Gunsan-si, Jeollabuk-do (Lots 19, 21, 22, 23, 24, 35, Bieungdo-dong)",372725.3238,157613.8801,35.95114073,126.5301893,1650,Hyundai Electric
62,Buan,1,15-11,Onshore,"34, Sinjaesaeng Energy-ro, Baekryeon-ri, Haseo-myeon, Buan-gun, Jeollabuk-do",346216.5595,163633.0874,35.71247661,126.5981115,1650,Hyundai Electric
63,Hajang,1,15-11,Onshore,"714-77, Panmun-gil, Hajang-myeon, Samcheok-si, Gangwon-do",518546.6148,371621.9357,37.25031275,128.934344,1650,Hyundai Electric
63,Hajang,2,15-11,Onshore,"714-77, Panmun-gil, Hajang-myeon, Samcheok-si, Gangwon-do",518336.6739,371623.2878,37.24842192,128.9343108,1650,Hyundai Electric
64,Hwasun,1,15-11,Onshore,"Hwasun-gun, Jeollanam-do",276775.2118,206099.3833,35.08723781,127.0668856,2000,Unison
64,Hwasun,2,15-11,Onshore,"Hwasun-gun, Jeollanam-do",277023.8749,205930.4822,35.08948019,127.0650352,2000,Unison
64,Hwasun,3,15-11,Onshore,"Hwasun-gun, Jeollanam-do",277193.3838,205603.6522,35.09100996,127.0614523,2000,Unison
64,Hwasun,4,15-11,Onshore,"Hwasun-gun, Jeollanam-do",277164.7559,205332.1769,35.09075339,127.058475,2000,Unison
64,Hwasun,5,15-11,Onshore,"Hwasun-gun, Jeollanam-do",277499.799,205558.3725,35.09377214,127.0609578,2000,Unison
64,Hwasun,6,15-11,Onshore,"Hwasun-gun, Jeollanam-do",277347.1847,205130.1688,35.0923988,127.0562608,2000,Unison
64,Hwasun,7,15-11,Onshore,"Hwasun-gun, Jeollanam-do",277419.1632,204940.7511,35.09304853,127.0541839,2000,Unison
64,Hwasun,8,15-11,Onshore,"Hwasun-gun, Jeollanam-do",277826.2523,205533.726,35.09671483,127.0606897,2000,Unison
65,Geochang,1,16-2,Onshore,"경상남도 거창군 신원면 창지길 28-20 (풍력)과정리 산150-1, (ESS)과정리 산150-2",332391.0782,282319.6445,35.58511825,127.9082563,2000,Daewoo Shipbuilding & Marine Engineering (DSME)
65,Geochang,2,16-2,Onshore,"경상남도 거창군 신원면 창지길 28-20 (풍력)과정리 산150-1, (ESS)과정리 산150-2",332423.6095,282591.1387,35.58538881,127.9112548,2000,Daewoo Shipbuilding & Marine Engineering (DSME)
65,Geochang,3,16-2,Onshore,"경상남도 거창군 신원면 창지길 28-20 (풍력)과정리 산150-1, (ESS)과정리 산150-2",332321.1551,282029.8996,35.58451217,127.9050527,2000,Daewoo Shipbuilding & Marine Engineering (DSME)
65,Geochang,4,16-2,Onshore,"경상남도 거창군 신원면 창지길 28-20 (풍력)과정리 산150-1, (ESS)과정리 산150-2",332293.8483,281769.3062,35.58428764,127.9021751,2000,Daewoo Shipbuilding & Marine Engineering (DSME)
65,Geochang,5,16-2,Onshore,"경상남도 거창군 신원면 창지길 28-20 (풍력)과정리 산150-1, (ESS)과정리 산150-2",332578.982,282802.1041,35.58677138,127.9135981,2000,Daewoo Shipbuilding & Marine Engineering (DSME)
65,Geochang,6,16-2,Onshore,"경상남도 거창군 신원면 창지길 28-20 (풍력)과정리 산150-1, (ESS)과정리 산150-2",332725.9223,283041.2571,35.58807555,127.9162515,2000,Daewoo Shipbuilding & Marine Engineering (DSME)
65,Geochang,7,16-2,Onshore,"경상남도 거창군 신원면 창지길 28-20 (풍력)과정리 산150-1, (ESS)과정리 산150-2",333057.7881,283074.5368,35.59106346,127.9166528,2000,Daewoo Shipbuilding & Marine Engineering (DSME)
66,Pyeongchang,1,16-3,Onshore,강원도 평창군 미탄면 청옥산길 583-76,532675.4365,333270.5325,37.38384672,128.5047776,2000,Hyosung
66,Pyeongchang,2,16-3,Onshore,강원도 평창군 미탄면 청옥산길 583-76,533021.4512,333339.6508,37.38695338,128.5056201,2000,Hyosung
66,Pyeongchang,3,16-3,Onshore,강원도 평창군 미탄면 청옥산길 583-76,533172.3126,333407.7827,37.38830241,128.5064164,2000,Hyosung
66,Pyeongchang,4,16-3,Onshore,강원도 평창군 미탄면 청옥산길 583-76,533516.6977,333412.6161,37.39140363,128.506533,2000,Hyosung
66,Pyeongchang,5,16-3,Onshore,강원도 평창군 미탄면 청옥산길 583-76,533666.0087,333450.9341,37.39274298,128.5069925,2000,Hyosung
66,Pyeongchang,6,16-3,Onshore,강원도 평창군 미탄면 청옥산길 583-76,533900.4691,333534.3943,37.39484277,128.507977,2000,Hyosung
66,Pyeongchang,7,16-3,Onshore,강원도 평창군 미탄면 청옥산길 583-76,534183.685,333717.8627,37.39736728,128.5100994,2000,Hyosung
66,Pyeongchang,8,16-3,Onshore,강원도 평창군 미탄면 청옥산길 583-76,534401.2334,333867.8862,37.39930511,128.5118325,2000,Hyosung
66,Pyeongchang,9,16-3,Onshore,강원도 평창군 미탄면 청옥산길 583-76,534671.7289,333915.5745,37.40173459,128.5124198,2000,Hyosung
66,Pyeongchang,10,16-3,Onshore,강원도 평창군 미탄면 청옥산길 583-76,534877.5415,333938.8078,37.403585,128.5127194,2000,Hyosung
66,Pyeongchang,11,16-3,Onshore,강원도 평창군 미탄면 청옥산길 583-76,534839.1807,334197.1932,37.40320212,128.5156298,2000,Hyundai Electric
66,Pyeongchang,12,16-3,Onshore,강원도 평창군 미탄면 청옥산길 583-76,535110.2155,334127.4318,37.40565344,128.5148913,2000,Hyundai Electric
66,Pyeongchang,13,16-3,Onshore,강원도 평창군 미탄면 청옥산길 583-76,535221.8135,333841.2497,37.40669997,128.5116802,2000,Hyundai Electric
66,Pyeongchang,14,16-3,Onshore,강원도 평창군 미탄면 청옥산길 583-76,535460.925,333710.8188,37.40887249,128.5102508,2000,Hyundai Electric
66,Pyeongchang,15,16-3,Onshore,강원도 평창군 미탄면 청옥산길 583-76,535422.2101,333503.5154,37.40855367,128.5079031,2000,Hyundai Electric
67,Uiryeong,1,16-4,Onshore,경상남도 의령군 가례면 가례로10동길 9,312351.1304,312245.9673,35.40159843,128.2356141,750,Unison
67,Uiryeong,2,16-4,Onshore,경상남도 의령군 가례면 가례로10동길 9,312301.035,312077.5102,35.40116596,128.2337533,750,Unison
67,Uiryeong,3,16-4,Onshore,경상남도 의령군 가례면 가례로10동길 9,312385.9146,311933.655,35.40194699,128.2321817,750,Unison
67,Uiryeong,4,16-4,Onshore,경상남도 의령군 가례면 가례로10동길 9,312479.6505,311800.2788,35.40280662,128.2307266,750,Unison
67,Uiryeong,5,16-4,Onshore,경상남도 의령군 가례면 가례로10동길 9,312561.1025,311666.9908,35.40355554,128.2292708,750,Unison
67,Uiryeong,6,16-4,Onshore,경상남도 의령군 가례면 가례로10동길 9,312585.1907,311508.2438,35.40379037,128.2275269,750,Unison
67,Uiryeong,7,16-4,Onshore,경상남도 의령군 가례면 가례로10동길 9,312480.4525,311363.2843,35.40286276,128.2259171,750,Unison
67,Uiryeong,8,16-4,Onshore,경상남도 의령군 가례면 가례로10동길 9,312380.6942,311238.5847,35.40197775,128.2245311,750,Unison
67,Uiryeong,9,16-4,Onshore,경상남도 의령군 가례면 가례로10동길 9,312267.1836,311146.3046,35.40096517,128.2235,750,Unison
67,Uiryeong,10,16-4,Onshore,경상남도 의령군 가례면 가례로10동길 9,312225.6016,310900.9797,35.40061779,128.2207944,750,Unison
67,Uiryeong,11,16-4,Onshore,경상남도 의령군 가례면 가례로10동길 9,312161.0822,310696.4645,35.40005913,128.2185348,750,Unison
67,Uiryeong,12,16-4,Onshore,경상남도 의령군 가례면 가례로10동길 9,312096.4237,310534.3795,35.39949446,128.2167422,750,Unison
67,Uiryeong,13,16-4,Onshore,경상남도 의령군 가례면 가례로10동길 9,312076.0016,310348.296,35.39933104,128.2146914,750,Unison
67,Uiryeong,14,16-4,Onshore,경상남도 의령군 가례면 가례로10동길 9,312044.4744,310169.7941,35.39906669,128.2127227,750,Unison
67,Uiryeong,15,16-4,Onshore,경상남도 의령군 가례면 가례로10동길 9,312025.7108,310007.4401,35.39891553,128.2109333,750,Unison
67,Uiryeong,16,16-4,Onshore,경상남도 의령군 가례면 가례로10동길 9,312676.3806,309674.8469,35.40481551,128.2073604,750,Unison
67,Uiryeong,17,16-4,Onshore,경상남도 의령군 가례면 가례로10동길 9,312457.9056,309618.4026,35.40285299,128.2067098,750,Unison
67,Uiryeong,18,16-4,Onshore,경상남도 의령군 가례면 가례로10동길 9,312328.8815,309716.9632,35.40167948,128.2077772,750,Unison
67,Uiryeong,19,16-4,Onshore,경상남도 의령군 가례면 가례로10동길 9,312150.0428,309697.0768,35.40007011,128.2075343,750,Unison
67,Uiryeong,20,16-4,Onshore,경상남도 의령군 가례면 가례로10동길 9,312051.6927,309734.3171,35.39917976,128.207931,750,Unison
67,Uiryeong,21,16-4,Onshore,경상남도 의령군 가례면 가례로10동길 9,311905.0412,309707.4634,35.3978612,128.2076157,750,Unison
67,Uiryeong,22,16-4,Onshore,경상남도 의령군 가례면 가례로10동길 9,312880.5759,309748.675,35.40664743,128.2082004,750,Unison
67,Uiryeong,23,16-4,Onshore,경상남도 의령군 가례면 가례로10동길 9,313073.3185,309788.2615,35.40837991,128.2086621,750,Unison
67,Uiryeong,24,16-4,Onshore,경상남도 의령군 가례면 가례로10동길 9,313286.4441,309711.9216,35.41030884,128.2078505,750,Unison
67,Uiryeong,25,16-4,Onshore,경상남도 의령군 가례면 가례로10동길 9,313494.7416,309643.4702,35.41219339,128.207125,750,Unison
68,Jeju Sangmyeong,1,16-7,Onshore,제주특별자치도 제주시 한림읍 금악서길 177,83124.52389,134224.1112,33.33948653,126.2934512,3000,Doosan Enerbility
68,Jeju Sangmyeong,2,16-7,Onshore,제주특별자치도 제주시 한림읍 금악서길 177,83094.05499,134036.8418,33.33920038,126.2914419,3000,Doosan Enerbility
68,Jeju Sangmyeong,3,16-7,Onshore,제주특별자치도 제주시 한림읍 금악서길 177,83038.66639,133649.958,33.33867724,126.2872905,3000,Doosan Enerbility
68,Jeju Sangmyeong,4,16-7,Onshore,제주특별자치도 제주시 한림읍 금악서길 177,83158.2983,133773.5649,33.3397634,126.2886094,3000,Doosan Enerbility
68,Jeju Sangmyeong,5,16-7,Onshore,제주특별자치도 제주시 한림읍 금악서길 177,83265.6086,133953.0479,33.3407419,126.2905294,3000,Doosan Enerbility
68,Jeju Sangmyeong,6,16-7,Onshore,제주특별자치도 제주시 한림읍 금악서길 177,83350.73232,134123.0998,33.34151976,126.2923497,3000,Doosan Enerbility
68,Jeju Sangmyeong,7,16-7,Onshore,제주특별자치도 제주시 한림읍 금악서길 177,83377.64787,134329.988,33.34177506,126.29457,3000,Doosan Enerbility
69,Hongseong Mosando,1,16-8,Onshore,"충청남도 홍성군 서부면 홍보로 1183 신리 616, 616-2,616-12,616-13,616-15",435689.1118,153808.4449,36.51837398,126.4842982,2000,Unison
70,Gowon,1,16-9,Onshore,강원도 태백시 초막2길 3 (화전동) 주식회사 고원풍력발전,519167.1635,373512.3089,37.25555098,128.9557835,3000,Alstom(GE)
70,Gowon,2,16-9,Onshore,강원도 태백시 초막2길 3 (화전동) 주식회사 고원풍력발전,518973.6771,373498.3812,37.25381119,128.9555815,3000,Alstom(GE)
70,Gowon,3,16-9,Onshore,강원도 태백시 초막2길 3 (화전동) 주식회사 고원풍력발전,518718.4611,373594.8665,37.25149497,128.956609,3000,Alstom(GE)
70,Gowon,4,16-9,Onshore,강원도 태백시 초막2길 3 (화전동) 주식회사 고원풍력발전,518514.3639,373647.2283,37.24964728,128.9571513,3000,Alstom(GE)
70,Gowon,5,16-9,Onshore,강원도 태백시 초막2길 3 (화전동) 주식회사 고원풍력발전,518286.5192,373475.8691,37.2476274,128.955168,3000,Alstom(GE)
70,Gowon,6,16-9,Onshore,강원도 태백시 초막2길 3 (화전동) 주식회사 고원풍력발전,518098.5021,373625.9881,37.24590633,128.9568152,3000,Alstom(GE)
71,Yeosu Geumseong,1,16-9,Onshore,전라남도 여수시 돌산읍 성두길 9-15 금성리 산154-5,222416.3707,271721.9968,34.59475734,127.7818222,750,Unison
71,Yeosu Geumseong,2,16-9,Onshore,전라남도 여수시 돌산읍 성두길 9-15 금성리 산154-5,222618.9157,272047.1484,34.59656024,127.7853835,2300,Unison
72,Tamna (Offshore),1,16-9,Offshore,"제주특별자치도 제주시 한경면 두모11길 19 제주시 한경면 두모리, 금등리 해상",84812.66412,122535.801,33.35392798,126.167764,3000,Doosan Enerbility
72,Tamna (Offshore),2,16-9,Offshore,"제주특별자치도 제주시 한경면 두모11길 19 제주시 한경면 두모리, 금등리 해상",84967.41216,122762.6284,33.35533939,126.1701875,3000,Doosan Enerbility
72,Tamna (Offshore),3,16-9,Offshore,"제주특별자치도 제주시 한경면 두모11길 19 제주시 한경면 두모리, 금등리 해상",85128.59798,122983.9997,33.3568084,126.1725519,3000,Doosan Enerbility
72,Tamna (Offshore),4,16-9,Offshore,"제주특별자치도 제주시 한경면 두모11길 19 제주시 한경면 두모리, 금등리 해상",85294.77488,123202.062,33.35832213,126.1748803,3000,Doosan Enerbility
72,Tamna (Offshore),5,16-9,Offshore,"제주특별자치도 제주시 한경면 두모11길 19 제주시 한경면 두모리, 금등리 해상",85503.52703,123384.6156,33.36021711,126.1768238,3000,Doosan Enerbility
72,Tamna (Offshore),6,16-9,Offshore,"제주특별자치도 제주시 한경면 두모11길 19 제주시 한경면 두모리, 금등리 해상",85608.63923,123640.3645,33.36118292,126.1795625,3000,Doosan Enerbility
72,Tamna (Offshore),7,16-9,Offshore,"제주특별자치도 제주시 한경면 두모11길 19 제주시 한경면 두모리, 금등리 해상",85783.77846,123861.2911,33.36277752,126.1819212,3000,Doosan Enerbility
72,Tamna (Offshore),8,16-9,Offshore,"제주특별자치도 제주시 한경면 두모11길 19 제주시 한경면 두모리, 금등리 해상",85939.90149,124083.8037,33.36420075,126.1842987,3000,Doosan Enerbility
72,Tamna (Offshore),9,16-9,Offshore,"제주특별자치도 제주시 한경면 두모11길 19 제주시 한경면 두모리, 금등리 해상",86106.251,124305.966,33.3657161,126.1866716,3000,Doosan Enerbility
72,Tamna (Offshore),10,16-9,Offshore,"제주특별자치도 제주시 한경면 두모11길 19 제주시 한경면 두모리, 금등리 해상",86283.53013,124515.7205,33.36732908,126.1889104,3000,Doosan Enerbility
73,GS Cheonbuk,1,16-1,Offshore,경상북도 경주시 천북면 천북산단로2길 103 천북풍력발전소,373215.2985,405704.7166,35.93482776,129.2793956,2350,Enercon
73,GS Cheonbuk,2,16-1,Offshore,경상북도 경주시 천북면 천북산단로2길 103 천북풍력발전소,373421.2632,405740.5399,35.93667499,129.2798456,2350,Enercon
73,GS Cheonbuk,3,16-1,Offshore,경상북도 경주시 천북면 천북산단로2길 103 천북풍력발전소,373624.68,405603.2209,35.9385357,129.2783776,2350,Enercon
74,Gyeongju Gangdong,1,16-11,Onshore,경상북도 경주시 강동면 사라길 213-21 왕신리 산47-1,376575.0657,408584.1574,35.96447271,129.3121611,2350,Enercon
74,Gyeongju Gangdong,2,16-11,Onshore,경상북도 경주시 강동면 사라길 213-21 왕신리 산47-1,376428.1347,408693.2917,35.96312628,129.3133314,2350,Enercon
74,Gyeongju Gangdong,3,16-11,Onshore,경상북도 경주시 강동면 사라길 213-21 왕신리 산47-1,376177.2422,408712.4535,35.96086289,129.3134777,2350,Enercon
75,Yeonggwang Yaksoo,1,16-11,Onshore,전라남도 영광군 영광읍 옥당로 108 2층,300053.2489,143488.7101,35.29547831,126.3787195,3300,Vestas
75,Yeonggwang Yaksoo,2,16-11,Onshore,전라남도 영광군 영광읍 옥당로 108 2층,300064.6123,143209.4969,35.29556492,126.3756493,3300,Vestas
75,Yeonggwang Yaksoo,3,16-11,Onshore,전라남도 영광군 영광읍 옥당로 108 2층,299909.2848,142994.6448,35.29415276,126.3732981,3300,Vestas
75,Yeonggwang Yaksoo,4,16-11,Onshore,전라남도 영광군 영광읍 옥당로 108 2층,299722.5262,142857.4226,35.2924617,126.3718026,3300,Vestas
75,Yeonggwang Yaksoo,5,16-11,Onshore,전라남도 영광군 영광읍 옥당로 108 2층,299534.4547,142754.2247,35.29076075,126.3706813,3300,Vestas
75,Yeonggwang Yaksoo,6,16-11,Onshore,전라남도 영광군 영광읍 옥당로 108 2층,299365.83,143069.6091,35.28925894,126.3741599,3300,Vestas
76,Hajang 2,1,16-11,Onshore,강원도 삼척시 하장면 판문길 714-649,517992.322,370826.3227,37.24546728,128.9252542,750,Unison
76,Hajang 2,2,16-11,Onshore,강원도 삼척시 하장면 판문길 714-649,517836.1339,370686.2881,37.2440864,128.923641,2300,Unison
77,Jeonnam 2 (Demonstration Site),1,16-11,Onshore,전라남도 영광군,299123.1977,140708.6582,35.28693508,126.3482248,3000,Doosan Enerbility
78,Gunsan (Offshore) (Demonstration Use),1,17-1,Offshore,전라북도 Gunsan시,375053.1466,156238.1079,35.97205858,126.5148124,3000,Doosan Enerbility
79,Eogok,1,17-2,Offshore,경상남도 양산시 원동면 어실로 1206 양산시 원동면 대리 1040-3,316195.4055,380532.1433,35.42620218,128.9878381,2000,Hanjin Industry
80,Gangneung Daegiri,1,17-3,Onshore,강원도 강릉시 왕산면 안반데기2길 3,557556.1795,353303.1084,37.60482723,128.7360605,2000,Vestas
80,Gangneung Daegiri,2,17-3,Onshore,강원도 강릉시 왕산면 안반데기2길 3,557866.6817,353266.4649,37.60762964,128.7357107,2000,Vestas
80,Gangneung Daegiri,3,17-3,Onshore,강원도 강릉시 왕산면 안반데기2길 3,558212.7785,353350.1727,37.61073256,128.7367307,2000,Vestas
80,Gangneung Daegiri,4,17-3,Onshore,강원도 강릉시 왕산면 안반데기2길 3,558729.9094,353381.1902,37.61538453,128.7371902,2000,Vestas
80,Gangneung Daegiri,5,17-3,Onshore,강원도 강릉시 왕산면 안반데기2길 3,559780.0237,353294.7491,37.62485598,128.7364316,2000,Vestas
80,Gangneung Daegiri,6,17-3,Onshore,강원도 강릉시 왕산면 안반데기2길 3,560092.7185,353267.0641,37.62767664,128.7361837,2000,Vestas
80,Gangneung Daegiri,7,17-3,Onshore,강원도 강릉시 왕산면 안반데기2길 3,560395.8524,353166.5161,37.63042333,128.7351086,2000,Vestas
80,Gangneung Daegiri,8,17-3,Onshore,강원도 강릉시 왕산면 안반데기2길 3,560654.2815,352987.849,37.63278042,128.7331396,2000,Vestas
80,Gangneung Daegiri,9,17-3,Onshore,강원도 강릉시 왕산면 안반데기2길 3,560851.0212,352779.4689,37.63458685,128.730821,2000,Vestas
80,Gangneung Daegiri,10,17-3,Onshore,강원도 강릉시 왕산면 안반데기2길 3,561105.661,352610.8915,37.63690807,128.7289652,2000,Vestas
80,Gangneung Daegiri,11,17-3,Onshore,강원도 강릉시 왕산면 안반데기2길 3,561584.3961,352765.8329,37.64119369,128.7308198,2000,Vestas
80,Gangneung Daegiri,12,17-3,Onshore,강원도 강릉시 왕산면 안반데기2길 3,561795.219,352842.4106,37.64307957,128.7317312,2000,Vestas
80,Gangneung Daegiri,13,17-3,Onshore,강원도 강릉시 왕산면 안반데기2길 3,562062.1528,352921.7951,37.6454703,128.7326861,2000,Vestas
81,Daegwallyeong 1,1,17-7,Onshore,강원도 평창군 대관령면 꽃밭양지길 534-3 횡계리 산1-174,573234.2809,351315.128,37.74634919,128.7168083,1650,Hyundai Electric
81,Daegwallyeong 1,2,17-7,Onshore,강원도 평창군 대관령면 꽃밭양지길 534-3 횡계리 산1-174,573082.1389,351222.3333,37.74499439,128.7157242,1650,Hyundai Electric
82,Daegi,1,17-9,Onshore,강원도 강릉시 왕산면 안반데기2길 327 대기리 2214-102,560014.2525,353724.8156,37.6268936,128.7413503,2350,Enercon
83,Daegi,1,17-9,Onshore,강원도 강릉시 왕산면 안반데기2길 327 대기리 2214-102,559902.8144,353863.6697,37.6258668,128.7428991,2350,Enercon
84,Hajang 3,1,17-1,Onshore,강원도 삼척시 하장면 판문리 산42,518905.2844,371501.9468,37.25356476,128.9330748,2300,Unison
84,Hajang 3,2,17-1,Onshore,강원도 삼척시 하장면 판문리 산42,518720.1549,371496.5072,37.25189862,128.9329709,2300,Unison
85,Gyeongju 2,1,17-12,Onshore,경상북도 경주시 양남면 외남로 1281-24 / 경주시 양남면 효동리 산501-2,347539.2764,414387.8281,35.70175355,129.368658,2300,Unison
85,Gyeongju 2,2,17-12,Onshore,경상북도 경주시 양남면 외남로 1281-24 / 경주시 양남면 효동리 산501-2,348122.5101,414218.7575,35.70704234,129.3669467,2300,Unison
85,Gyeongju 2,3,17-12,Onshore,경상북도 경주시 양남면 외남로 1281-24 / 경주시 양남면 효동리 산501-2,348421.7723,414263.7161,35.70972745,129.3675229,2300,Unison
85,Gyeongju 2,4,17-12,Onshore,경상북도 경주시 양남면 외남로 1281-24 / 경주시 양남면 효동리 산501-2,348697.2841,414224.0598,35.71221707,129.3671584,2300,Unison
85,Gyeongju 2,5,17-12,Onshore,경상북도 경주시 양남면 외남로 1281-24 / 경주시 양남면 효동리 산501-2,349131.7285,414270.266,35.71611922,129.3677844,2300,Unison
85,Gyeongju 2,6,17-12,Onshore,경상북도 경주시 양남면 외남로 1281-24 / 경주시 양남면 효동리 산501-2,349477.9843,414361.3195,35.71921747,129.3688821,2300,Unison
85,Gyeongju 2,7,17-12,Onshore,경상북도 경주시 양남면 외남로 1281-24 / 경주시 양남면 효동리 산501-2,349714.5054,414471.63,35.72132335,129.3701633,2300,Unison
85,Gyeongju 2,8,17-12,Onshore,경상북도 경주시 양남면 외남로 1281-24 / 경주시 양남면 효동리 산501-2,349819.7234,414672.7202,35.72222706,129.372412,2300,Unison
85,Gyeongju 2,9,17-12,Onshore,경상북도 경주시 양남면 외남로 1281-24 / 경주시 양남면 효동리 산501-2,350024.8734,414864.7645,35.72403258,129.3745876,2300,Unison
86,Suncheon Gyewol-ri,1,17-12,Onshore,전라남도 순천시 월등면 송치길 98 (야망연수원) / 전남 순천 월등면 계월리 산150-2,273285.4736,239403.0515,35.05503179,127.4319216,3000,Doosan Enerbility
87,Dongbok-ri Village,1,17-12,Onshore,제주특별자치도 제주시 구좌읍 북흘로 255 / 동복리 산 56,104353.4373,174376.6426,33.53259184,126.7241473,2000,Hanjin Industry
88,Yeongyang Muchang,1,17-12,Onshore,"경상북도 영양군 영양읍 영양창수로 983-130 / 무창리 산62-36, 3-2, 110, 108",447782.5015,399612.9662,36.60757808,129.2309706,3450,Vestas
88,Yeongyang Muchang,2,17-12,Onshore,"경상북도 영양군 영양읍 영양창수로 983-130 / 무창리 산62-36, 3-2, 110, 108",447982.0729,399533.727,36.60939171,129.2301373,3450,Vestas
88,Yeongyang Muchang,3,17-12,Onshore,"경상북도 영양군 영양읍 영양창수로 983-130 / 무창리 산62-36, 3-2, 110, 108",448296.7619,399598.2509,36.61221185,129.2309396,3450,Vestas
88,Yeongyang Muchang,4,17-12,Onshore,"경상북도 영양군 영양읍 영양창수로 983-130 / 무창리 산62-36, 3-2, 110, 108",448543.3436,399517.031,36.6144492,129.2300964,3450,Vestas
88,Yeongyang Muchang,5,17-12,Onshore,"경상북도 영양군 영양읍 영양창수로 983-130 / 무창리 산62-36, 3-2, 110, 108",448647.0802,399306.6409,36.61542728,129.2277733,3450,Vestas
88,Yeongyang Muchang,6,17-12,Onshore,"경상북도 영양군 영양읍 영양창수로 983-130 / 무창리 산62-36, 3-2, 110, 108",448793.4698,399173.4483,36.61677328,129.2263235,3450,Vestas
88,Yeongyang Muchang,7,17-12,Onshore,"경상북도 영양군 영양읍 영양창수로 983-130 / 무창리 산62-36, 3-2, 110, 108",449070.0084,399040.5478,36.61929114,129.2249105,3450,Vestas
89,Shinan 1 (Cheonsa/Angel),1,16-10,Onshore,전라남도 신안군 자은면 일대(백산리 271번지 일원 및 고장리 산224-13 일원),254495.2425,108384.6173,34.88229739,125.9978663,3000,Doosan Enerbility
89,Shinan 1 (Cheonsa/Angel),2,16-10,Onshore,전라남도 신안군 자은면 일대(백산리 271번지 일원 및 고장리 산224-13 일원),254682.2197,108562.1541,34.88399853,125.9997876,3000,Doosan Enerbility
89,Shinan 1 (Cheonsa/Angel),3,16-10,Onshore,전라남도 신안군 자은면 일대(백산리 271번지 일원 및 고장리 산224-13 일원),255112.7813,108753.3316,34.88789621,126.0018316,3000,Doosan Enerbility
89,Shinan 1 (Cheonsa/Angel),4,16-10,Onshore,전라남도 신안군 자은면 일대(백산리 271번지 일원 및 고장리 산224-13 일원),255286.711,108901.8215,34.8894771,126.0034369,3000,Doosan Enerbility
89,Shinan 1 (Cheonsa/Angel),5,16-10,Onshore,전라남도 신안군 자은면 일대(백산리 271번지 일원 및 고장리 산224-13 일원),255630.1542,109177.8941,34.89259715,126.0064193,3000,Doosan Enerbility
89,Shinan 1 (Cheonsa/Angel),6,16-10,Onshore,전라남도 신안군 자은면 일대(백산리 271번지 일원 및 고장리 산224-13 일원),255878.2185,109333.9,34.8948468,126.0080988,3000,Doosan Enerbility
89,Shinan 1 (Cheonsa/Angel),7,16-10,Onshore,전라남도 신안군 자은면 일대(백산리 271번지 일원 및 고장리 산224-13 일원),256146.6713,109409.5158,34.89727302,126.0088969,3000,Doosan Enerbility
89,Shinan 1 (Cheonsa/Angel),8,16-10,Onshore,전라남도 신안군 자은면 일대(백산리 271번지 일원 및 고장리 산224-13 일원),256393.4373,109550.5506,34.8995096,126.010413,3000,Doosan Enerbility
90,Shinan 2-1 (Cheonsa/Angel),1,17-6,Onshore,전라남도 신안군 자은면 일대(백산리 271번지 일원 및 고장리 산224-13 일원),256651.7365,109668.3596,34.90184804,126.0116739,3000,Doosan Enerbility
90,Shinan 2-1 (Cheonsa/Angel),2,17-6,Onshore,전라남도 신안군 자은면 일대(백산리 271번지 일원 및 고장리 산224-13 일원),256857.0291,109735.2396,34.90370422,126.0123834,3000,Doosan Enerbility
90,Shinan 2-1 (Cheonsa/Angel),3,17-6,Onshore,전라남도 신안군 자은면 일대(백산리 271번지 일원 및 고장리 산224-13 일원),257087.5862,109815.6112,34.90578929,126.0132378,3000,Doosan Enerbility
90,Shinan 2-1 (Cheonsa/Angel),4,17-6,Onshore,전라남도 신안군 자은면 일대(백산리 271번지 일원 및 고장리 산224-13 일원),257150.5059,110112.2884,34.90638267,126.0164767,3000,Doosan Enerbility
90,Shinan 2-1 (Cheonsa/Angel),5,17-6,Onshore,전라남도 신안군 자은면 일대(백산리 271번지 일원 및 고장리 산224-13 일원),257157.6405,110319.101,34.90646526,126.0187385,3000,Doosan Enerbility
90,Shinan 2-1 (Cheonsa/Angel),6,17-6,Onshore,전라남도 신안군 자은면 일대(백산리 271번지 일원 및 고장리 산224-13 일원),257163.6559,110519.9375,34.9065372,126.0209351,3000,Doosan Enerbility
91,Shinan 2-2 (Cheonsa/Angel),1,18-7,Onshore,전라남도 신안군 자은면 일대(백산리 271번지 일원 및 고장리 산224-13 일원),257097.9352,110733.2062,34.90596365,126.0232753,3450,Vestas
91,Shinan 2-2 (Cheonsa/Angel),2,18-7,Onshore,전라남도 신안군 자은면 일대(백산리 271번지 일원 및 고장리 산224-13 일원),257034.9317,111132.3813,34.90543084,126.0276491,3450,Vestas
91,Shinan 2-2 (Cheonsa/Angel),3,18-7,Onshore,전라남도 신안군 자은면 일대(백산리 271번지 일원 및 고장리 산224-13 일원),257126.3546,111354.506,34.90627423,126.0300695,3450,Vestas
91,Shinan 2-2 (Cheonsa/Angel),4,18-7,Onshore,전라남도 신안군 자은면 일대(백산리 271번지 일원 및 고장리 산224-13 일원),257123.1157,111542.5312,34.90626144,126.0321269,3450,Vestas
